Energy [MeV],N_Th,N_U,Total
1.81,0.0038254823663772517,0.004725859475317754,0.008551341841695006
1.825050505050505,0.008567689437909486,0.010618010703108577,0.019185700141018065
1.8401010101010102,0.011759446547921475,0.0146206024896489,0.026380049037570373
1.8551515151515152,0.014481441714559246,0.018062896315886694,0.03254433803044594
1.8702020202020202,0.016956530814741615,0.02108923628067537,0.03804576709541699
1.8852525252525254,0.019293689531115123,0.024079153988888165,0.043372843520003285
1.9003030303030304,0.02150582751157905,0.0255834336140697,0.04708926112564875
1.9153535353535354,0.023618327107733636,0.028232884838542072,0.051851211946275705
1.9304040404040403,0.025662423177383466,0.030829616649308767,0.056492039826692236
1.9454545454545455,0.026904493412133013,0.03335160518700877,0.060256098599141786
1.9605050505050505,0.028717320834013415,0.035782626773432545,0.06449994760744596
1.9755555555555555,0.03045484947685505,0.03814785492158892,0.06860270439844397
1.9906060606060607,0.03219672140440125,0.04054698183288353,0.07274370323728478
2.0056565656565657,0.03386764213884242,0.042887404663263594,0.07675504680210601
2.0207070707070707,0.03549787996498185,0.045206740820974985,0.08070462078595683
2.0357575757575757,0.037084167435282665,0.04750249671942072,0.0845866641547034
2.0508080808080806,0.03859935069497233,0.04974561059546295,0.08834496129043529
2.065858585858586,0.040081458512546846,0.05197499707319321,0.09205645558574005
2.080909090909091,0.03556177121527093,0.054123632575042706,0.08968540379031364
2.095959595959596,0.03674092855056128,0.056214301390367406,0.0929552299409287
2.111010101010101,0.03786660516168402,0.058257995042944793,0.09612460020462882
2.126060606060606,0.0388907290183674,0.060179962565276295,0.09907069158364369
2.141111111111111,0.03974518158187933,0.061879633941027884,0.10162481552290721
2.156161616161616,0.040523418424322936,0.06349338207357562,0.10401680049789855
2.1712121212121214,0.04133535814541141,0.06518277242405474,0.10651813056946614
2.1862626262626264,0.04209378617882514,0.06681682601295667,0.10891061219178182
2.2013131313131313,0.04276988112014897,0.06834849313143868,0.11111837425158765
2.2163636363636363,0.04338495783468894,0.06982382113673287,0.11320877897142181
2.2314141414141413,0.043925191800927785,0.07121884557497599,0.11514403737590377
2.2464646464646463,0.04439341578771066,0.07253972325132617,0.11693313903903682
2.2615151515151517,0.0,0.07368821453659456,0.07368821453659456
2.2765656565656567,0.0,0.014244188821566327,0.014244188821566327
2.2916161616161617,0.0,0.014738159682231956,0.014738159682231956
2.3066666666666666,0.0,0.015228360316966508,0.015228360316966508
2.3217171717171716,0.0,0.015712373735605203,0.015712373735605203
2.3367676767676766,0.0,0.016192854239295677,0.016192854239295677
2.3518181818181816,0.0,0.016673461553412573,0.016673461553412573
2.366868686868687,0.0,0.017155400114546374,0.017155400114546374
2.381919191919192,0.0,0.017634394389635922,0.017634394389635922
2.396969696969697,0.0,0.018113223936557513,0.018113223936557513
2.412020202020202,0.0,0.018564713251755082,0.018564713251755082
2.427070707070707,0.0,0.019010836979410257,0.019010836979410257
2.4421212121212124,0.0,0.019458047253316225,0.019458047253316225
2.4571717171717173,0.0,0.019912915889325925,0.019912915889325925
2.4722222222222223,0.0,0.020389692733288223,0.020389692733288223
2.4872727272727273,0.0,0.02084670396856718,0.02084670396856718
2.5023232323232323,0.0,0.021282223777734414,0.021282223777734414
2.5173737373737373,0.0,0.021810006549149,0.021810006549149
2.5324242424242422,0.0,0.02225242591986505,0.02225242591986505
2.5474747474747472,0.0,0.022678805249925712,0.022678805249925712
2.562525252525252,0.0,0.02312594821304198,0.02312594821304198
2.5775757575757576,0.0,0.023547716102055388,0.023547716102055388
2.5926262626262626,0.0,0.023972353496857113,0.023972353496857113
2.6076767676767676,0.0,0.0244008519939194,0.0244008519939194
2.6227272727272726,0.0,0.024818400316061865,0.024818400316061865
2.637777777777778,0.0,0.025189992551270888,0.025189992551270888
2.652828282828283,0.0,0.02557584442447771,0.02557584442447771
2.667878787878788,0.0,0.02591509094107194,0.02591509094107194
2.682929292929293,0.0,0.026276153891357044,0.026276153891357044
2.697979797979798,0.0,0.02660541438950875,0.02660541438950875
2.713030303030303,0.0,0.026896237242347455,0.026896237242347455
2.728080808080808,0.0,0.02720605569121489,0.02720605569121489
2.743131313131313,0.0,0.02748279560637088,0.02748279560637088
2.758181818181818,0.0,0.02776792931535115,0.02776792931535115
2.7732323232323233,0.0,0.02800080408747648,0.02800080408747648
2.7882828282828283,0.0,0.02823701733171467,0.02823701733171467
2.8033333333333332,0.0,0.028472387824146864,0.028472387824146864
2.818383838383838,0.0,0.028730242258865467,0.028730242258865467
2.8334343434343436,0.0,0.02892441207129337,0.02892441207129337
2.8484848484848486,0.0,0.029108650915383512,0.029108650915383512
2.8635353535353536,0.0,0.02927436413901207,0.02927436413901207
2.8785858585858586,0.0,0.029455724573184447,0.029455724573184447
2.8936363636363636,0.0,0.029585884413260585,0.029585884413260585
2.9086868686868685,0.0,0.02972884682379485,0.02972884682379485
2.9237373737373735,0.0,0.02981838276528196,0.02981838276528196
2.9387878787878785,0.0,0.029917591687038135,0.029917591687038135
2.9538383838383835,0.0,0.029998261984436125,0.029998261984436125
2.9688888888888885,0.0,0.030061532820733008,0.030061532820733008
2.983939393939394,0.0,0.030041984429024678,0.030041984429024678
2.998989898989899,0.0,0.030051500579700796,0.030051500579700796
3.014040404040404,0.0,0.030063126617130724,0.030063126617130724
3.0290909090909093,0.0,0.030029351505756214,0.030029351505756214
3.0441414141414143,0.0,0.029964103326976552,0.029964103326976552
3.0591919191919192,0.0,0.029858559387915935,0.029858559387915935
3.074242424242424,0.0,0.0297275359460305,0.0297275359460305
