Energy [MeV],N_Th,N_U,Total
1.81,0.003461492952119985,0.004315641267525919,0.007777134219645904
1.825050505050505,0.00825070519650852,0.010269592787855083,0.018520297984363603
1.8401010101010102,0.011568793232388259,0.014405183335144851,0.02597397656753311
1.8551515151515152,0.012975115154104842,0.016340125287487982,0.029315240441592824
1.8702020202020202,0.016916713279512764,0.02104370754334209,0.03796042082285485
1.8852525252525254,0.01859044245503546,0.023283319042670822,0.04187376149770628
1.9003030303030304,0.019323813176784062,0.02321031939673851,0.04253413257352257
1.9153535353535354,0.02355837816989549,0.02814260181573332,0.05170097998562881
1.9304040404040403,0.02336196777769041,0.02832727272228152,0.05168924049997193
1.9454545454545455,0.026613812903612342,0.03301584754448324,0.059629660448095576
1.9605050505050505,0.027372182679277775,0.034254872510637684,0.06162705518991546
1.9755555555555555,0.0279420909039424,0.03528399698160908,0.06322608788555148
1.9906060606060607,0.03190754052558226,0.04021727554787624,0.0721248160734585
2.0056565656565657,0.030401838941867276,0.038881137801079727,0.069282976742947
2.0207070707070707,0.03640182597776714,0.04627465871070421,0.08267648468847134
2.0357575757575757,0.032739558493575724,0.042389204382040184,0.0751287628756159
2.0508080808080806,0.03839786148995769,0.04951199204890824,0.08790985353886593
2.065858585858586,0.03646920413352945,0.0477215353454157,0.08419073947894515
2.080909090909091,0.03562473813464857,0.05422557527606752,0.08985031341071609
2.095959595959596,0.03216321395061003,0.049808582557557615,0.08197179650816765
2.111010101010101,0.03718477380609458,0.0572923417074302,0.09447711551352478
2.126060606060606,0.03501463305972552,0.054702230120172425,0.08971686317989794
2.141111111111111,0.03935488137553467,0.06132460191043487,0.10067948328596954
2.156161616161616,0.03635427444515924,0.057526908508874784,0.09388118295403403
2.1712121212121214,0.041693288982117147,0.06570354352988922,0.10739683251200637
2.1862626262626264,0.03747832297330956,0.06017018121944695,0.0976485041927565
2.2013131313131313,0.041941431341891405,0.06708117208709069,0.1090226034289821
2.2163636363636363,0.039467587511516106,0.06404829925409962,0.10351588676561572
2.2314141414141413,0.04135807850869681,0.06744331432244023,0.10880139283113704
2.2464646464646463,0.04215978732309522,0.0691417880000551,0.11130157532315033
2.2615151515151517,0.0,0.06624590908387054,0.06624590908387054
2.2765656565656567,0.0,0.013968370983406886,0.013968370983406886
2.2916161616161617,0.0,0.013113706492513635,0.013113706492513635
2.3066666666666666,0.0,0.01518482875648308,0.01518482875648308
2.3217171717171716,0.0,0.014413193686778644,0.014413193686778644
2.3367676767676766,0.0,0.014854183198727264,0.014854183198727264
2.3518181818181816,0.0,0.016837062058558724,0.016837062058558724
2.366868686868687,0.0,0.015609854646596288,0.015609854646596288
2.381919191919192,0.0,0.01741088757543933,0.01741088757543933
2.396969696969697,0.0,0.016896061403239102,0.016896061403239102
2.412020202020202,0.0,0.016478588992378824,0.016478588992378824
2.427070707070707,0.0,0.018885224185767723,0.018885224185767723
2.4421212121212124,0.0,0.017045646157811786,0.017045646157811786
2.4571717171717173,0.0,0.01924257307868788,0.01924257307868788
2.4722222222222223,0.0,0.020972146730939667,0.020972146730939667
2.4872727272727273,0.0,0.018903848276454405,0.018903848276454405
2.5023232323232323,0.0,0.020656440797962937,0.020656440797962937
2.5173737373737373,0.0,0.02174166456967935,0.02174166456967935
2.5324242424242422,0.0,0.01998874381612933,0.01998874381612933
2.5474747474747472,0.0,0.022120579863687595,0.022120579863687595
2.562525252525252,0.0,0.02255350689398597,0.02255350689398597
2.5775757575757576,0.0,0.021077387672015037,0.021077387672015037
2.5926262626262626,0.0,0.023143084630408824,0.023143084630408824
2.6076767676767676,0.0,0.0240573120926735,0.0240573120926735
2.6227272727272726,0.0,0.022296087247801147,0.022296087247801147
2.637777777777778,0.0,0.024263957308817738,0.024263957308817738
2.652828282828283,0.0,0.02559330493460583,0.02559330493460583
2.667878787878788,0.0,0.023296991942715548,0.023296991942715548
2.682929292929293,0.0,0.024781270265971645,0.024781270265971645
2.697979797979798,0.0,0.02639910496285442,0.02639910496285442
2.713030303030303,0.0,0.024975358842454953,0.024975358842454953
2.728080808080808,0.0,0.02437100457743622,0.02437100457743622
2.743131313131313,0.0,0.02694474550067597,0.02694474550067597
2.758181818181818,0.0,0.025932540059466963,0.025932540059466963
2.7732323232323233,0.0,0.025040437631374902,0.025040437631374902
2.7882828282828283,0.0,0.02741522575032063,0.02741522575032063
2.8033333333333332,0.0,0.028758076020140546,0.028758076020140546
2.818383838383838,0.0,0.026126303012795418,0.026126303012795418
2.8334343434343436,0.0,0.025936037378479243,0.025936037378479243
2.8484848484848486,0.0,0.028688676807638633,0.028688676807638633
2.8635353535353536,0.0,0.028127999192175256,0.028127999192175256
2.8785858585858586,0.0,0.026160424867851147,0.026160424867851147
2.8936363636363636,0.0,0.026973256581677728,0.026973256581677728
2.9086868686868685,0.0,0.029486260645964626,0.029486260645964626
2.9237373737373735,0.0,0.028334149608031368,0.028334149608031368
2.9387878787878785,0.0,0.02695199818174526,0.02695199818174526
2.9538383838383835,0.0,0.028247467414553255,0.028247467414553255
2.9688888888888885,0.0,0.0292222390590722,0.0292222390590722
2.983939393939394,0.0,0.028947357938562072,0.028947357938562072
2.998989898989899,0.0,0.026564145077529886,0.026564145077529886
3.014040404040404,0.0,0.027687730934074794,0.027687730934074794
3.0290909090909093,0.0,0.0293831410670493,0.0293831410670493
3.0441414141414143,0.0,0.028718429384049067,0.028718429384049067
3.0591919191919192,0.0,0.026687675223712726,0.026687675223712726
3.074242424242424,0.0,0.02645876425748109,0.02645876425748109
3.089292929292929,0.0,0.028916564174963365,0.028916564174963365
3.104343434343434,0.0,0.029262412996288265,0.029262412996288265
3.119393939393939,0.0,0.026807405753381492,0.026807405753381492
3.134444444444444,0.0,0.025689862507779746,0.025689862507779746
3.149494949494949,0.0,0.027079881516166537,0.027079881516166537
3.164545454545454,0.0,0.02826974157553135,0.02826974157553135
3.1795959595959595,0.0,0.026710877566283597,0.026710877566283597
3.1946464646464645,0.0,0.024714900936539948,0.024714900936539948
3.2096969696969695,0.0,0.02484722464859789,0.02484722464859789
3.224747474747475,0.0,0.026111651953292,0.026111651953292
3.23979797979798,0.0,0.026611437517900485,0.026611437517900485
3.254848484848485,0.0,0.02438580421513064,0.02438580421513064
3.26989898989899,0.0,0.023310195538289242,0.023310195538289242
3.284949494949495,0.0,2.0696823424536116e-05,2.0696823424536116e-05
3.3,0.0,2.248511617108356e-05,2.248511617108356e-05
