Energy [MeV],Total
1.81,0.008685442010283316
1.825050505050505,0.019487398739258727
1.8401010101010102,0.02679507767841823
1.8551515151515152,0.0330561698452514
1.8702020202020202,0.038642754044940615
1.8852525252525254,0.044049758071657716
1.9003030303030304,0.04782094427125401
1.9153535353535354,0.052655031753262985
1.9304040404040403,0.05736602743136432
1.9454545454545455,0.061188330973720464
1.9605050505050505,0.06550052754269091
1.9755555555555555,0.0696706776308377
1.9906060606060607,0.07387744508777058
2.0056565656565657,0.07795263485178322
2.0207070707070707,0.08196274014283167
2.0357575757575757,0.0859023029016564
2.0508080808080806,0.08971722615634121
2.065858585858586,0.0934809589320142
2.080909090909091,0.09107093876207872
2.095959595959596,0.09438923966198913
2.111010101010101,0.09760577360454628
2.126060606060606,0.10059789263497024
2.141111111111111,0.10319689823529521
2.156161616161616,0.10563303463834545
2.1712121212121214,0.10817432693793833
2.1862626262626264,0.11060329056391918
2.2013131313131313,0.11284451578325015
2.2163636363636363,0.11496601601632056
2.2314141414141413,0.11692848008401148
2.2464646464646463,0.11873895150282296
2.2615151515151517,0.07483015546818904
2.2765656565656567,0.014464173151627638
2.2916161616161617,0.01496548650620508
2.3066666666666666,0.015462895052682935
2.3217171717171716,0.015954294017008708
2.3367676767676766,0.016442347473925745
2.3518181818181816,0.01693052893558662
2.366868686868687,0.017420364937721228
2.381919191919192,0.017907089224111824
2.396969696969697,0.018393545090290335
2.412020202020202,0.018852845402100794
2.427070707070707,0.019306541933880973
2.4421212121212124,0.019761446038339556
2.4571717171717173,0.020224106089100802
2.4722222222222223,0.020708098631487634
2.4872727272727273,0.02117225042645999
2.5023232323232323,0.021614867024120632
2.5173737373737373,0.022149256123288028
2.5324242424242422,0.02259834245582498
2.5474747474747472,0.02303141321687112
2.562525252525252,0.02348488405106753
2.5775757575757576,0.023912735258339004
2.5926262626262626,0.024343565887262126
2.6076767676767676,0.02477815266631241
2.6227272727272726,0.025201429161274557
2.637777777777778,0.025578893616941226
2.652828282828283,0.0259707384281099
2.667878787878788,0.02631550435337146
2.682929292929293,0.02668183861351821
2.697979797979798,0.02701642987854125
2.713030303030303,0.027312540777336185
2.728080808080808,0.02762725302880044
2.743131313131313,0.027908577724600345
2.758181818181818,0.0281984263787889
2.7732323232323233,0.028436018502089346
2.7882828282828283,0.02867630531569324
2.8033333333333332,0.028915240232071062
2.818383838383838,0.02917651402642561
2.8334343434343436,0.029373975320190034
2.8484848484848486,0.029561019638178948
2.8635353535353536,0.029728885646568958
2.8785858585858586,0.029912126640480333
2.8936363636363636,0.030044168546413383
2.9086868686868685,0.030188684730175767
2.9237373737373735,0.03027932082958585
2.9387878787878785,0.03037900430188909
2.9538383838383835,0.030459589689768873
2.9688888888888885,0.030522665345257844
2.983939393939394,0.03050282976125477
2.998989898989899,0.03051148026981494
3.014040404040404,0.030521814215680232
3.0290909090909093,0.030486536259808936
3.0441414141414143,0.03041947098072413
3.0591919191919192,0.030312025665435848
3.074242424242424,0.030178815849410047
3.089292929292929,0.030058110732135164
3.104343434343434,0.029879072654383235
3.119393939393939,0.029713883766556117
3.134444444444444,0.02949966791310468
3.149494949494949,0.029224423777246156
3.164545454545454,0.028959686367307898
3.1795959595959595,0.028655775703492155
3.1946464646464645,0.028316179959129988
3.2096969696969695,0.027954504897803607
3.224747474747475,0.027553444263396887
3.23979797979798,0.027119315709377662
3.254848484848485,0.026655975506458297
3.26989898989899,0.026168570669955288
3.284949494949495,2.2685503710468905e-05
3.3,2.2874643391638504e-05
