Energy [MeV],Total
1.81,0.007644176971355246
1.825050505050505,0.017894419199318237
1.8401010101010102,0.026523695784294657
1.8551515151515152,0.029871263988414457
1.8702020202020202,0.036982378437303495
1.8852525252525254,0.04306414035553377
1.9003030303030304,0.041804971308561714
1.9153535353535354,0.052066758461817006
1.9304040404040403,0.049747845166507126
1.9454545454545455,0.057465166228592254
1.9605050505050505,0.06351938014006113
1.9755555555555555,0.06261846148290512
1.9906060606060607,0.07289153454138508
2.0056565656565657,0.06738304108752674
2.0207070707070707,0.08088197492497415
2.0357575757575757,0.07595368615173864
2.0508080808080806,0.08951596412782689
2.065858585858586,0.08275941349830065
2.080909090909091,0.08854171064957506
2.095959595959596,0.0852747166078758
2.111010101010101,0.09828465841255359
2.126060606060606,0.08966788283436886
2.141111111111111,0.10113284251661464
2.156161616161616,0.09347325485753782
2.1712121212121214,0.1053224956095925
2.1862626262626264,0.09722424660858833
2.2013131313131313,0.1123646404944816
2.2163636363636363,0.10411100568670753
2.2314141414141413,0.11316097293616761
2.2464646464646463,0.11066000946960411
2.2615151515151517,0.06692125486528368
2.2765656565656567,0.014534367044899374
2.2916161616161617,0.013227319964367391
2.3066666666666666,0.01501457255492216
2.3217171717171716,0.014582443384389233
2.3367676767676766,0.015340542525270128
2.3518181818181816,0.016397399442201022
2.366868686868687,0.015499844425627272
2.381919191919192,0.017657510551329587
2.396969696969697,0.01660985437185009
2.412020202020202,0.017480950675470883
2.427070707070707,0.01891601356954365
2.4421212121212124,0.017622610532799655
2.4571717171717173,0.018938401088465683
2.4722222222222223,0.02004118158330562
2.4872727272727273,0.018704901410842113
2.5023232323232323,0.02106881195568468
2.5173737373737373,0.020785141469327063
2.5324242424242422,0.019881477805588046
2.5474747474747472,0.022662156815716906
2.562525252525252,0.021957521217528912
2.5775757575757576,0.02117963680459382
2.5926262626262626,0.023903287195417452
2.6076767676767676,0.023187627225561207
2.6227272727272726,0.02230350703730457
2.637777777777778,0.02469717256087827
2.652828282828283,0.024888550155322327
2.667878787878788,0.022943979794620702
2.682929292929293,0.025403160331521846
2.697979797979798,0.026518974946747074
2.713030303030303,0.024435607465763454
2.728080808080808,0.02529520854083964
2.743131313131313,0.02735830203639806
2.758181818181818,0.02589127673257788
2.7732323232323233,0.02512760158575358
2.7882828282828283,0.027091802756805134
2.8033333333333332,0.028177538353852855
2.818383838383838,0.025928932061747408
2.8334343434343436,0.026351678388775997
2.8484848484848486,0.028734524641151317
2.8635353535353536,0.02810680497846828
2.8785858585858586,0.026385690633466474
2.8936363636363636,0.027958033878705844
2.9086868686868685,0.02947717198304395
2.9237373737373735,0.02838792901977003
2.9387878787878785,0.026336767399634524
2.9538383838383835,0.028508071009714614
2.9688888888888885,0.02992443779379626
2.983939393939394,0.02842591415785168
2.998989898989899,0.02681965230915742
3.014040404040404,0.028421386928172285
3.0290909090909093,0.029610192536227903
3.0441414141414143,0.028275088295351743
3.0591919191919192,0.026921624198089883
3.074242424242424,0.027150223169898742
3.089292929292929,0.029417025677108896
3.104343434343434,0.028590771180172125
3.119393939393939,0.025998751336501046
3.134444444444444,0.02554288773242152
3.149494949494949,0.027052717746863436
3.164545454545454,0.02793228436641416
3.1795959595959595,0.025845365270860343
3.1946464646464645,0.024798759156038287
3.2096969696969695,0.02527891895514585
3.224747474747475,0.025939604597951364
3.23979797979798,0.026667297344210795
3.254848484848485,0.023812145678757023
3.26989898989899,0.022548621656047527
3.284949494949495,2.070649507178739e-05
3.3,2.2164334919339244e-05
