Energy [MeV],N_Th,N_U,Total
1.81,0.0038850699210468214,0.004800372089236495,0.008685442010283316
1.825050505050505,0.008701526664113187,0.010785872075145541,0.019487398739258727
1.8401010101010102,0.01194323287573895,0.014851844802679278,0.02679507767841823
1.8551515151515152,0.014707683410728018,0.01834848643452338,0.0330561698452514
1.8702020202020202,0.017220804982668467,0.02142194906227215,0.038642754044940615
1.8852525252525254,0.01959268498731366,0.024457073084344055,0.044049758071657716
1.9003030303030304,0.021837605001407745,0.025983339269846268,0.04782094427125401
1.9153535353535354,0.023981794312434357,0.028673237440828628,0.052655031753262985
1.9304040404040403,0.02605649848542851,0.031309528945935805,0.05736602743136432
1.9454545454545455,0.02731762775659156,0.03387070321712891,0.061188330973720464
1.9605050505050505,0.02915952749370573,0.036341000048985175,0.06550052754269091
1.9755555555555555,0.03092552582239181,0.038745151808445885,0.0696706776308377
1.9906060606060607,0.032694917956594585,0.04118252713117599,0.07387744508777058
2.0056565656565657,0.03439228590077418,0.04356034895100905,0.07795263485178322
2.0207070707070707,0.03604725507770953,0.04591548506512215,0.08196274014283167
2.0357575757575757,0.037656696067928326,0.04824560683372807,0.0859023029016564
2.0508080808080806,0.039194413968716986,0.05052281218762423,0.08971722615634121
2.065858585858586,0.040696864223473087,0.05278409470854112,0.0934809589320142
2.080909090909091,0.036106547430822825,0.0549643913312559,0.09107093876207872
2.095959595959596,0.037302885827888696,0.057086353834100434,0.09438923966198913
2.111010101010101,0.038445075523912665,0.05916069808063361,0.09760577360454628
2.126060606060606,0.03948510243815791,0.06111279019681234,0.10059789263497024
2.141111111111111,0.04035484881120332,0.0628420494240919,0.10319689823529521
2.156161616161616,0.04114792146676672,0.06448511317157873,0.10563303463834545
2.1712121212121214,0.04197283939570549,0.06620148754223285,0.10817432693793833
2.1862626262626264,0.04274267452918571,0.06786061603473346,0.11060329056391918
2.2013131313131313,0.04342878778838073,0.06941572799486942,0.11284451578325015
2.2163636363636363,0.04405273999259989,0.07091327602372066,0.11496601601632056
2.2314141414141413,0.04460011700899369,0.07232836307501779,0.11692848008401148
2.2464646464646463,0.045072983308813944,0.07366596819400902,0.11873895150282296
2.2615151515151517,0.0,0.07483015546818904,0.07483015546818904
2.2765656565656567,0.0,0.014464173151627638,0.014464173151627638
2.2916161616161617,0.0,0.01496548650620508,0.01496548650620508
2.3066666666666666,0.0,0.015462895052682935,0.015462895052682935
2.3217171717171716,0.0,0.015954294017008708,0.015954294017008708
2.3367676767676766,0.0,0.016442347473925745,0.016442347473925745
2.3518181818181816,0.0,0.01693052893558662,0.01693052893558662
2.366868686868687,0.0,0.017420364937721228,0.017420364937721228
2.381919191919192,0.0,0.017907089224111824,0.017907089224111824
2.396969696969697,0.0,0.018393545090290335,0.018393545090290335
2.412020202020202,0.0,0.018852845402100794,0.018852845402100794
2.427070707070707,0.0,0.019306541933880973,0.019306541933880973
2.4421212121212124,0.0,0.019761446038339556,0.019761446038339556
2.4571717171717173,0.0,0.020224106089100802,0.020224106089100802
2.4722222222222223,0.0,0.020708098631487634,0.020708098631487634
2.4872727272727273,0.0,0.02117225042645999,0.02117225042645999
2.5023232323232323,0.0,0.021614867024120632,0.021614867024120632
2.5173737373737373,0.0,0.022149256123288028,0.022149256123288028
2.5324242424242422,0.0,0.02259834245582498,0.02259834245582498
2.5474747474747472,0.0,0.02303141321687112,0.02303141321687112
2.562525252525252,0.0,0.02348488405106753,0.02348488405106753
2.5775757575757576,0.0,0.023912735258339004,0.023912735258339004
2.5926262626262626,0.0,0.024343565887262126,0.024343565887262126
2.6076767676767676,0.0,0.02477815266631241,0.02477815266631241
2.6227272727272726,0.0,0.025201429161274557,0.025201429161274557
2.637777777777778,0.0,0.025578893616941226,0.025578893616941226
2.652828282828283,0.0,0.0259707384281099,0.0259707384281099
2.667878787878788,0.0,0.02631550435337146,0.02631550435337146
2.682929292929293,0.0,0.02668183861351821,0.02668183861351821
2.697979797979798,0.0,0.02701642987854125,0.02701642987854125
2.713030303030303,0.0,0.027312540777336185,0.027312540777336185
2.728080808080808,0.0,0.02762725302880044,0.02762725302880044
2.743131313131313,0.0,0.027908577724600345,0.027908577724600345
2.758181818181818,0.0,0.0281984263787889,0.0281984263787889
2.7732323232323233,0.0,0.028436018502089346,0.028436018502089346
2.7882828282828283,0.0,0.02867630531569324,0.02867630531569324
2.8033333333333332,0.0,0.028915240232071062,0.028915240232071062
2.818383838383838,0.0,0.02917651402642561,0.02917651402642561
2.8334343434343436,0.0,0.029373975320190034,0.029373975320190034
2.8484848484848486,0.0,0.029561019638178948,0.029561019638178948
2.8635353535353536,0.0,0.029728885646568958,0.029728885646568958
2.8785858585858586,0.0,0.029912126640480333,0.029912126640480333
2.8936363636363636,0.0,0.030044168546413383,0.030044168546413383
